name,County,Town_Latitude,Town_Longitude,impact_score,Assigned_Hub_Rank,Assigned_Hub_Name
Onyange,Kisumu,-0.12021000715328205,35.10706780210084,63.0,50,Angoro Ponge
Round About,Kisumu,-0.08766770722061519,35.125984302119335,72.0,50,Angoro Ponge
Kanjuro,Kisumu,-0.11195750719066874,35.080967902109826,64.0,50,Angoro Ponge
Katuk / Mikwa,Kisumu,-0.11315090716588017,35.11419490210444,65.0,50,Angoro Ponge
Kirungu,Kisumu,-0.09692950722460697,35.085385502118974,67.0,50,Angoro Ponge
Chemelil Market,Kisumu,-0.10545400718903324,35.10766790211033,67.0,50,Angoro Ponge
Chemelil Market,Kisumu,-0.10756860718279046,35.10930120210872,66.0,50,Angoro Ponge
Alara,Kisumu,-0.08635110717364512,35.20209350210954,65.0,50,Angoro Ponge
Aora 'c',Kisumu,-0.06350900732090149,35.06387760214365,65.0,50,Angoro Ponge
Holo 'b',Kisumu,-0.042593507298748425,35.17555190214178,76.0,50,Angoro Ponge
Mashambani 'a',Kisumu,-0.07382620723256177,35.15941450212367,71.0,50,Angoro Ponge
Lwala 'b',Kisumu,-0.06547280725043923,35.163431402128545,73.0,50,Angoro Ponge
Nandi Hills,Nandi,0.1063313923386002,35.18559380223772,67.0,50,Angoro Ponge
Mashambani 'b',Kisumu,-0.0882174072069675,35.14463770211638,70.0,50,Angoro Ponge
Wangiri / Olembu,Kisumu,-0.125666107128662,35.1242040020949,64.0,50,Angoro Ponge
Mihongwe,Kisumu,-0.10641180715530835,35.155331002103054,65.0,50,Angoro Ponge
