name,County,Town_Latitude,Town_Longitude,impact_score,Assigned_Hub_Rank,Assigned_Hub_Name
Gatab,Marsabit,2.644553586562462,36.93124830378739,245.0,1,Loiyangalani
Elelekerio Lowue,Turkana,2.8291679854602787,36.206915304006316,150.0,1,Loiyangalani
Nakuriot,Turkana,2.8758890852823793,36.16160590404548,136.0,1,Loiyangalani
Olturot,Marsabit,2.595136386823402,37.080437503732234,210.0,1,Loiyangalani
Arapal,Marsabit,2.7865773861879317,37.00872670388416,240.0,1,Loiyangalani
Nakalei,Turkana,2.5384340863600583,36.223385103791486,189.0,1,Loiyangalani
Gas,Marsabit,3.064408085190881,36.826348404114,273.0,1,Loiyangalani
Loiyangalani,Marsabit,2.757679686059353,36.71865800389673,2610.0,1,Loiyangalani
Kang'irisai,Turkana,2.6156287861517886,36.25817180384402,184.0,1,Loiyangalani
Kutulo,Wajir,2.407899190111353,40.5948212030432,1850.0,2,Kutulo
Wargadud,Wajir,2.3102605902065094,40.36219430300809,1390.0,2,Kutulo
Bojigaras,Wajir,2.6615211893145725,40.52798680325949,225.0,2,Kutulo
Ausmudule,Wajir,2.262483490481376,40.5338581029383,152.0,2,Kutulo
,Mandera,2.3694743904764577,40.90883730295318,230.0,2,Kutulo
Qarsa,Wajir,2.0781887911767605,40.74778590275085,165.0,2,Kutulo
Boji Garse,Mandera,2.6838782892520094,40.53247930327673,230.0,2,Kutulo
Qajaja 2,Wajir,1.9983142910849134,40.35091270276336,82.0,2,Kutulo
Khorof Harar,Wajir,2.202026690830941,40.753961702848414,1800.0,2,Kutulo
Kotulo,Mandera,2.4456141900467347,40.65033420306319,2000.0,2,Kutulo
El-Ram,Mandera,2.331579890570978,40.89092020292609,222.0,2,Kutulo
Konton Village,Wajir,2.0179098914737437,40.90683760267182,193.0,2,Kutulo
,Samburu,1.7822505890032554,36.81143460317052,153.0,3,Baragoi
Arsim,Samburu,1.7782000893025474,37.20532370311346,188.0,3,Baragoi
Waso Rongai,Samburu,2.038509488304467,36.859774603349955,211.0,3,Baragoi
South Horr,Marsabit,2.0989829881738196,36.920642003386156,227.0,3,Baragoi
Kamuge,Turkana,1.671510588937526,36.28610810316007,157.0,3,Baragoi
Baragoi,Samburu,1.7832999889798353,36.78330000317506,1530.0,3,Baragoi
Suiyan,Samburu,1.4473688899661954,36.847331202925155,84.0,3,Baragoi
Marti,Samburu,1.4751348897998233,36.722872002962305,84.0,3,Baragoi
Tuum,Samburu,2.1464761879286423,36.775262103439594,233.0,3,Baragoi
Hubsoy,Wajir,1.3924700926709146,40.256659802309876,87.0,4,Ibrahim Ure
Abaqdere,Wajir,1.3262324928957412,40.31891130224662,107.0,4,Ibrahim Ure
Bojigaras,Wajir,1.7243082921365205,40.71873040247669,142.0,4,Ibrahim Ure
Ibrahim Ure,Wajir,1.5793253924477333,40.61329800238411,1240.0,4,Ibrahim Ure
Akal Arr,Wajir,1.7099616922534235,40.81656260244587,164.0,4,Ibrahim Ure
Alio Ismail,Wajir,1.3132914933060518,40.800310302139025,186.0,4,Ibrahim Ure
Burder,Wajir,1.1696309934550921,40.50774990208818,159.0,4,Ibrahim Ure
Abageranso,Wajir,1.7733392916663968,40.29431430259778,470.0,4,Ibrahim Ure
Ambala,Wajir,1.2118441936556148,40.90606310203824,218.0,4,Ibrahim Ure
Ahmad Magan,Wajir,1.0383885940649222,40.853718701915206,232.0,4,Ibrahim Ure
Dagane Wallow / Nooleye,Wajir,1.4739393924467865,40.24931460237412,71.0,4,Ibrahim Ure
Welgares,Wajir,1.2554023931301115,40.37932990218009,127.0,4,Ibrahim Ure
Alioismail,Wajir,1.209153793566734,40.783620102061754,196.0,4,Ibrahim Ure
Gerille,Wajir,1.6927850923907424,40.93031150240941,189.0,4,Ibrahim Ure
Argane,Wajir,1.6672351920114836,40.36271850250191,65.0,4,Ibrahim Ure
,Wajir,1.4040362927098402,40.346331102301114,96.0,4,Ibrahim Ure
Abaqdere,Wajir,1.3416510928176117,40.27111600226793,99.0,4,Ibrahim Ure
Riba,Wajir,1.8746896916510236,40.62918150261268,125.0,4,Ibrahim Ure
Wajir Bor,Wajir,1.7445196919346617,40.533809602528976,100.0,4,Ibrahim Ure
Dif,Wajir,0.9948289942618451,40.9626920018584,254.0,4,Ibrahim Ure
Burder,Wajir,1.1866410933709337,40.45670100211166,149.0,4,Ibrahim Ure
Makutano,Turkana,3.514633782561518,35.22282300460068,89.0,5,Kalokol
Kanukurudio,Turkana,3.792588481826011,35.466339504787655,134.0,5,Kalokol
Losajait,Turkana,3.6266935822582083,35.309459104676534,99.0,5,Kalokol
Nadato,Turkana,3.0849152845777814,36.091401504206964,110.0,5,Kalokol
,Turkana,3.7798415821456275,35.838779404748536,154.0,5,Kalokol
Nadwat,Turkana,3.5145227825394496,35.192158504602965,83.0,5,Kalokol
Nasechabuin,Turkana,3.7256527823140733,35.82450400470899,141.0,5,Kalokol
Eliye Springs,Turkana,3.2374362840441684,36.02281610432672,97.0,5,Kalokol
Lolupe,Turkana,3.5412484824918202,35.24630560461842,91.0,5,Kalokol
Katiko,Turkana,3.7955266820933273,35.83832970476038,157.0,5,Kalokol
Lokitoeang'aberu,Turkana,3.674632682484325,35.827489704670484,131.0,5,Kalokol
Kerio,Turkana,3.0027473848108066,36.057789204149614,105.0,5,Kalokol
Kalokol,Turkana,3.5327416829704443,35.857023404561794,1060.0,5,Kalokol
Moite,Marsabit,3.3137047839694276,36.249239404361695,150.0,5,Kalokol
Kataboi,Turkana,3.754480182223306,35.83044920473016,148.0,5,Kalokol
Kangatosa,Turkana,3.1300599843412327,35.96400240425284,81.0,5,Kalokol
,Turkana,3.5446776829500704,35.88186630456853,112.0,5,Kalokol
,Turkana,3.5621467824387145,35.2670746046322,94.0,5,Kalokol
Namoruputh,Turkana,2.8375586845824734,35.03448540412549,140.0,6,Lorugum
Karamoja Hunting Area,Other / Border,2.506379585511947,34.90986160390143,204.0,6,Lorugum
Forest Reserve,Other / Border,2.618148785109357,34.82287580398806,205.0,6,Lorugum
Lorugumu,Turkana,2.883299984594811,35.25000000413929,93.0,6,Lorugum
Naipa,Turkana,2.518027785807125,35.374356803865766,142.0,6,Lorugum
Kosipirr,Turkana,2.8429710845711034,35.042127704128696,138.0,6,Lorugum
Angorangora,Turkana,2.736469985134818,35.36792700402283,99.0,6,Lorugum
Lokwakipi,Other / Border,2.566666985297799,34.86666700394786,203.0,6,Lorugum
Changamatak,Turkana,2.6332999856548103,35.65000000392108,108.0,6,Lorugum
Lorengippi,Turkana,2.5705046853726863,34.98886250393956,182.0,6,Lorugum
Kabulokor,Turkana,2.8151178848955105,35.373110004078946,84.0,6,Lorugum
Kotela,Turkana,2.7635594850506124,35.3670087040424,94.0,6,Lorugum
,Turkana,2.754984085277141,35.64375100400966,81.0,6,Lorugum
Loya,Turkana,2.5146611855355476,34.97874150390098,192.0,6,Lorugum
Kalemunyang,Turkana,2.733213185145339,35.36858180402044,99.0,6,Lorugum
Turkwel,Turkana,2.9192717845914924,35.40076990415162,620.0,6,Lorugum
Lorugum,Turkana,2.887891484590437,35.263784604141364,900.0,6,Lorugum
,Turkana,2.6049223857429644,35.65223870390041,114.0,6,Lorugum
Hara,Wajir,0.9285293936063789,39.89090440202903,76.0,7,Lagboqol
Kursin,Wajir,1.102158593438876,40.25925090208693,147.0,7,Lagboqol
Fadawein,Wajir,0.6849267940552048,39.663140401892186,82.0,7,Lagboqol
Qoqar,Wajir,1.2367666929747976,40.11522750221832,112.0,7,Lagboqol
Sukela,Wajir,1.3630067926041305,40.06918210232388,83.0,7,Lagboqol
Furmati,Wajir,0.882000593788218,39.97283790197773,97.0,7,Lagboqol
Garse Ghoftu,Wajir,1.8120698906775554,39.16158680283313,186.0,7,Lagboqol
Loll Kuta South,Wajir,1.2626287923371045,39.37219830237954,61.0,7,Lagboqol
Wagalla,Wajir,1.7836516913593115,39.939144302672574,270.0,7,Lagboqol
Bilcil bur,Wajir,1.3114463927392392,40.06631470228496,95.0,7,Lagboqol
Bojiyare,Wajir,1.4547403922330768,39.90753900242516,73.0,7,Lagboqol
Abakore,Wajir,0.6270523942341736,39.707430401840426,98.0,7,Lagboqol
Baraki,Garissa,0.6536932940718237,39.58032950188544,82.0,7,Lagboqol
Machesa,Wajir,1.0135635936789604,40.272489602016805,1540.0,7,Lagboqol
Athibohole,Isiolo,1.7028405910222766,39.21511530274069,159.0,7,Lagboqol
Baragothey,Isiolo,1.3864344919578493,39.30936680248426,91.0,7,Lagboqol
Barmil,Wajir,1.6249674916214092,39.7144591025917,81.0,7,Lagboqol
Bakalcha,Wajir,1.208318993076594,40.14997920218974,119.0,7,Lagboqol
Barak,Garissa,0.6559595940665475,39.58090790188698,82.0,7,Lagboqol
Hadado,Isiolo,1.5294594916594553,39.425500102571505,104.0,7,Lagboqol
Eyrib,Wajir,1.1555711931161001,40.021313002174935,98.0,7,Lagboqol
Abore,Wajir,0.7960818940077252,39.97312840191312,107.0,7,Lagboqol
Lagboqol,Wajir,1.2884742926247785,39.83857730231145,720.0,7,Lagboqol
,Elgeyo-Marakwet,1.2308300897180617,35.65694010293151,102.0,8,Kapsowar
Kolowa,Baringo,1.2164825898258744,35.75547700290916,124.0,8,Kapsowar
Kaptalamwa,Elgeyo-Marakwet,1.1037863899057834,35.428260102872926,67.0,8,Kapsowar
,West Pokot,1.515737688796578,35.46688180315129,75.0,8,Kapsowar
Lomelo,Turkana,1.49999998915623,35.91660000308586,164.0,8,Kapsowar
Ngoron,Baringo,1.2881942896521896,35.787930702954625,130.0,8,Kapsowar
Cheblil,Elgeyo-Marakwet,1.256591389630106,35.631932302952386,96.0,8,Kapsowar
Chesegon,Elgeyo-Marakwet,1.2893854895311725,35.61915390297657,93.0,8,Kapsowar
Tot,Elgeyo-Marakwet,1.20389858979205,35.65750540291288,104.0,8,Kapsowar
Rorok,West Pokot,1.3695243893601965,35.69086200302308,109.0,8,Kapsowar
Chesongoch,Elgeyo-Marakwet,1.1286571899875895,35.64423150286285,106.0,8,Kapsowar
Yatya,Baringo,0.7891286910864007,35.920936602593855,72.0,8,Kapsowar
,Baringo,0.8634496909320962,35.981363602636456,87.0,8,Kapsowar
Chesoi,Elgeyo-Marakwet,1.066599990124926,35.600000002825965,90.0,8,Kapsowar
,Elgeyo-Marakwet,1.046874090197905,35.628594302808814,88.0,8,Kapsowar
,West Pokot,1.495597588810534,35.405978703144505,61.0,8,Kapsowar
Kapsowar,Elgeyo-Marakwet,0.9801029903302483,35.56027000277197,690.0,8,Kapsowar
,Elgeyo-Marakwet,1.2729670895833542,35.62931400296398,95.0,8,Kapsowar
Tilingwo,Baringo,0.9008996906198296,35.673460002703315,63.0,8,Kapsowar
,Elgeyo-Marakwet,1.2035195897445146,35.58758300292139,88.0,8,Kapsowar
Sigor,West Pokot,1.482476288892353,35.47069410312784,71.0,8,Kapsowar
Kabetwa,Elgeyo-Marakwet,1.149999989922044,35.63330000287888,102.0,8,Kapsowar
Chepkum,Elgeyo-Marakwet,0.9832999903605091,35.616600002766916,73.0,8,Kapsowar
Koitilial,Elgeyo-Marakwet,0.93329999049428,35.616600002732824,63.0,8,Kapsowar
Kinyang,Baringo,0.9665999906824135,36.016600002702546,110.0,8,Kapsowar
Chepkesin,Baringo,0.8832999908115341,35.883300002663375,92.0,8,Kapsowar
Kipnai,Elgeyo-Marakwet,1.0293645901258726,35.45572640281879,80.0,8,Kapsowar
Tangul,Elgeyo-Marakwet,1.1474787898218506,35.478642702896536,71.0,8,Kapsowar
Makutano,Elgeyo-Marakwet,1.0884822899384392,35.415458602864085,68.0,8,Kapsowar
Lomut,West Pokot,1.4005649891885867,35.56827400305955,84.0,8,Kapsowar
,Baringo,0.754435991208036,35.965058302564074,63.0,8,Kapsowar
Kinyach,Baringo,0.9262488905553238,35.67787260272003,68.0,8,Kapsowar
Arror,Elgeyo-Marakwet,0.9552610904322445,35.61174250274842,67.0,8,Kapsowar
Poi,Baringo,0.7713907910626593,35.818883102595684,64.0,8,Kapsowar
Bartabwa,Baringo,0.8332999908863991,35.800000002640424,74.0,8,Kapsowar
Kapedo,Turkana,1.1829729901609207,36.10388700284058,133.0,8,Kapsowar
,Elgeyo-Marakwet,1.2489841896550646,35.637845902946395,97.0,8,Kapsowar
Moi's Bridge,Uasin Gishu,0.8737299903145199,35.121275202755164,300.0,8,Kapsowar
Chesta,West Pokot,1.4120797891341337,35.53604620307139,77.0,8,Kapsowar
,Elgeyo-Marakwet,1.1641316898614371,35.60132660289262,94.0,8,Kapsowar
Chebororwo,Elgeyo-Marakwet,0.9451415903079416,35.39140600276969,66.0,8,Kapsowar
Chemintany Centre,Baringo,0.8961801906444273,35.6909372026978,64.0,8,Kapsowar
Tambach,Elgeyo-Marakwet,0.5923882913272728,35.52215160251463,170.0,8,Kapsowar
Kapcherop,Elgeyo-Marakwet,1.0393683900064055,35.32108040284236,65.0,8,Kapsowar
Kabaldamet,Elgeyo-Marakwet,1.24569098966933,35.64538100294318,99.0,8,Kapsowar
Chemolingot,Baringo,0.9857918906003151,35.97231210272176,114.0,8,Kapsowar
,Elgeyo-Marakwet,1.2846685895442334,35.61929890297327,93.0,8,Kapsowar
Olasiti,Narok,-1.1075616041106353,36.23975550128467,65.0,9,Suswa
Suswa,Narok,-1.0494935041777234,36.33349040130597,480.0,9,Suswa
Nairagie Ngare,Narok,-1.050000004286104,36.16660000133441,63.0,9,Suswa
Kasarani,Nakuru,-0.7140330049581921,36.29775300153065,280.0,9,Suswa
Kinungi,Nakuru,-0.8037041045981507,36.53154250143204,190.0,9,Suswa
Kambaa,Kiambu,-1.0623370038932576,36.72120900122913,120.0,9,Suswa
Ntulele,Narok,-1.1000000042296036,36.08330000131642,460.0,9,Suswa
Topoti,Narok,-0.7088385051375676,36.0450172015759,73.0,9,Suswa
Maji Moto,Narok,-1.3386602039459568,35.71253920122716,65.0,9,Suswa
Narosura,Narok,-1.5402810034187155,35.8594710010748,99.0,9,Suswa
Kongoni,Nakuru,-0.8187208047447466,36.259380101468686,200.0,9,Suswa
Olderkesi,Narok,-1.7127172032399338,35.56763400101747,99.0,9,Suswa
Naikarra,Narok,-1.6138530033897274,35.659896601063195,106.0,9,Suswa
Mosiro,Kajiado,-1.4790785033666531,36.1436449010636,98.0,9,Suswa
,Narok,-1.2157747046358982,35.05249390141163,62.0,10,Ekona
Ekona,Kisii,-0.9359406055063159,34.67085400164403,420.0,10,Ekona
Kegonga,Other / Border,-1.3892528044611436,34.72398770135521,91.0,10,Ekona
,Narok,-1.4142260043629176,34.79411780132898,94.0,10,Ekona
Ogembo,Kisii,-0.7995650057848877,34.72502900172151,290.0,10,Ekona
Kehancha,Migori,-1.193259304958359,34.62001030149182,430.0,10,Ekona
Oldonyorock,Narok,-1.3747184044610397,34.77496870135629,96.0,10,Ekona
Lolgorien,Narok,-1.2289580047614996,34.807252001441384,83.0,10,Ekona
Kihancha,Migori,-1.2652925047746926,34.65806480144164,61.0,10,Ekona
Isebania,Migori,-1.2403216049417143,34.4792225014838,380.0,10,Ekona
Kilgoris,Narok,-1.008391005209158,34.88001000156772,530.0,10,Ekona
Masimba,Kisii,-0.8609217055066462,34.93988980165134,180.0,10,Ekona
,Narok,-1.7129450033245024,35.43246360104046,77.0,10,Ekona
Awendo,Migori,-0.9079812056581998,34.531720001681634,360.0,10,Ekona
,Narok,-1.7361657032968694,35.39890790103181,77.0,10,Ekona
Kenyangage Ranger Post,Other / Border,-1.421779504351211,34.78654060132551,96.0,10,Ekona
Softu,Other / Border,3.9710674863693693,41.85544790411586,70.0,11,Beled Hawa بولاهاوا
Libahiya,Mandera,3.8295914865420317,41.52522700405293,77.0,11,Beled Hawa بولاهاوا
Arabia,Mandera,3.558292987389291,41.507250003824986,114.0,11,Beled Hawa بولاهاوا
Beled Hawa بولاهاوا,Other / Border,3.9276099865260115,41.87417900407488,400.0,11,Beled Hawa بولاهاوا
Masii,Machakos,-1.460800002556962,37.439190000832895,360.0,12,Masii
Konza Technopolis,Machakos,-1.687702202252134,37.18463300073519,400.0,12,Masii
Mutituni,Machakos,-1.4537943026978448,37.24919120087462,140.0,12,Masii
Kilala,Makueni,-1.766600001850082,37.550000000610936,120.0,12,Masii
El Banda,Other / Border,2.7729899893653056,40.995100003264646,305.0,13,Tuli
Dawder,Mandera,2.915010088699575,40.70210440343416,293.0,13,Tuli
Qalanqalesa,Mandera,2.8703112887126747,40.55362170342411,270.0,13,Tuli
Fincharo,Mandera,2.933478288480495,40.50250400348451,279.0,13,Tuli
Komorsido,Mandera,2.7248376895064386,40.99288470322568,296.0,13,Tuli
Kutayu,Mandera,2.6608915894503435,40.69276980322909,244.0,13,Tuli
Garshe Sala,Mandera,2.6094400897303025,40.85024690315832,256.0,13,Tuli
Ababosone,Mandera,3.008796188487338,40.788981303495476,314.0,13,Tuli
Elgolicha,Mandera,2.8387085891533985,40.975725903322044,312.0,13,Tuli
Udole,Mandera,2.852406589081201,40.93779710334025,310.0,13,Tuli
Shimbir Fatuma,Mandera,3.028597688197569,40.50939910356089,299.0,13,Tuli
Wachile,Mandera,2.9521153885627593,40.67185990346987,297.0,13,Tuli
Lafey,Mandera,3.151621088381707,41.18665970354169,229.0,13,Tuli
Tuli,Mandera,2.976384388642398,40.85800990345648,307.0,13,Tuli
Iressuki,Mandera,2.9702438887137528,40.92204900343985,298.0,13,Tuli
Seddex Jiirood I,Mandera,2.6806999896372177,40.9931500031896,289.0,13,Tuli
Elele,Mandera,3.2721898876126403,40.70758010372677,295.0,13,Tuli
Bore Hole,Mandera,2.71040178948841,40.9187296032277,2830.0,13,Tuli
El Wak,Mandera,2.807647889207571,40.928778903305265,3010.0,13,Tuli
Harsanga,Mandera,3.101051088115167,40.678270103590805,321.0,13,Tuli
Awro Dimto,Mandera,2.7084199895547987,40.99257000321233,294.0,13,Tuli
Wargadud,Mandera,3.1837950880177304,40.86739460362576,2760.0,13,Tuli
El Hache,Mandera,2.772769389320648,40.93992210327468,296.0,13,Tuli
Chachabole,Mandera,3.159037487888532,40.61892560364879,324.0,13,Tuli
El Hadi,Marsabit,3.802372183365224,37.53157730460288,341.0,14,Yaa Sharbana
Burarata,Marsabit,3.514934184498885,37.787468004348455,266.0,14,Yaa Sharbana
Shanqera Phase 2,Marsabit,3.4004144847615922,37.65371150427524,248.0,14,Yaa Sharbana
Didu Badan,Marsabit,3.1621023853162162,37.39459230412247,226.0,14,Yaa Sharbana
Bule Goda,Marsabit,3.126085785808003,37.88697720403379,177.0,14,Yaa Sharbana
Bule worabesa,Marsabit,3.6191072838335754,37.36414470447833,317.0,14,Yaa Sharbana
Olla Magutho,Marsabit,3.585068484305012,37.82853640439847,272.0,14,Yaa Sharbana
Olla Ali Boru,Marsabit,3.386565084865394,37.730625604255245,240.0,14,Yaa Sharbana
Kalesa,Marsabit,3.4987581843898767,37.58043690436028,274.0,14,Yaa Sharbana
Olla Ilma Shama (Toricha),Marsabit,3.1653605856055074,37.78395420407724,190.0,14,Yaa Sharbana
Olla Toricha,Marsabit,3.189872485520904,37.77396420409744,196.0,14,Yaa Sharbana
Forolle,Marsabit,3.7142685839919807,37.963608204484075,245.0,14,Yaa Sharbana
Old Yaa Sharbana,Marsabit,3.515867984216591,37.42775360439112,290.0,14,Yaa Sharbana
Olla Katelo Sora,Marsabit,3.3987250847673063,37.65414580427389,248.0,14,Yaa Sharbana
Olla Baqaqa,Marsabit,3.4164371848016426,37.77115790427358,245.0,14,Yaa Sharbana
Kalacha,Marsabit,3.1296332854430475,37.42726290409369,2160.0,14,Yaa Sharbana
El Gade,Marsabit,3.3178451847392,37.283602404254836,269.0,14,Yaa Sharbana
Olla Qutur,Marsabit,3.189774985224982,37.38902600414433,232.0,14,Yaa Sharbana
Balesa,Marsabit,3.609283483851896,37.34663080447266,317.0,14,Yaa Sharbana
North Horr,Marsabit,3.321681984564143,37.07062400428185,300.0,14,Yaa Sharbana
Rage,Marsabit,3.213664785126446,37.35863060416624,240.0,14,Yaa Sharbana
Olla Aranqesa,Marsabit,3.2005693851875225,37.38449540415313,235.0,14,Yaa Sharbana
Kargi,Marsabit,2.506659287460924,37.575007303602064,100.0,14,Yaa Sharbana
Maikona,Marsabit,2.923296086242508,37.6344249039102,153.0,14,Yaa Sharbana
Yaa Algana,Marsabit,3.681272183556115,37.266975004537215,339.0,14,Yaa Sharbana
Olla Golo Adi,Marsabit,3.4212992847219406,37.6885579042873,250.0,14,Yaa Sharbana
Yaa Sharbana,Marsabit,3.514342484246807,37.460459804386225,287.0,14,Yaa Sharbana
Hurri Hills,Marsabit,3.375305284911796,37.74423300424484,237.0,14,Yaa Sharbana
Qubi Kooti,Marsabit,3.24830638525115,37.66280170415635,215.0,14,Yaa Sharbana
Olla Bori,Marsabit,3.2837320851701777,37.70279810417886,220.0,14,Yaa Sharbana
Gandile,Marsabit,3.595789184275593,37.83520030440607,271.0,14,Yaa Sharbana
Dukana,Marsabit,3.9984454825127997,37.27087140478429,4020.0,14,Yaa Sharbana
Barambate,Marsabit,3.6318144837991935,37.373035804487216,319.0,14,Yaa Sharbana
Chepkube,Bungoma,0.8427411899343069,34.43295470281577,70.0,15,Sirisia
Cheptais,Bungoma,0.8068155900501244,34.46282140278872,140.0,15,Sirisia
Amagoro,Busia,0.6295649904310943,34.32977400268775,110.0,15,Sirisia
Sirisia,Bungoma,0.7568375902106381,34.504286402751035,270.0,15,Sirisia
Kimilili,Bungoma,0.7832999902822069,34.7166000027437,400.0,15,Sirisia
Elangata Wuas,Kajiado,-1.8833000022413846,36.58330000072633,66.0,16,Kumpa
Ngatatoek,Kajiado,-2.2784717013105285,36.80815630043329,400.0,16,Kumpa
Ole Seni,Kajiado,-2.23330000163647,36.43330000053524,81.0,16,Kumpa
,Narok,-1.9586655025568753,35.84521150081586,100.0,16,Kumpa
Olioserri,Kajiado,-2.23330000163647,36.43330000053524,81.0,16,Kumpa
Pakase,Kajiado,-2.059496802229816,36.04052220071762,66.0,16,Kumpa
Mile 46,Kajiado,-1.8833000022413846,36.58330000072633,66.0,16,Kumpa
,Kajiado,-1.6043240029363144,36.399957900937714,70.0,16,Kumpa
Kumpa,Kajiado,-1.9770107019179406,36.791565700626805,270.0,16,Kumpa
Oloiserri,Kajiado,-2.23330000163647,36.43330000053524,81.0,16,Kumpa
Entasekera,Narok,-1.8500000027765087,35.850000000882545,98.0,16,Kumpa
Kajiado,Kajiado,-1.845920002184985,36.78917800071061,380.0,16,Kumpa
Olmesutye,Narok,-1.9000000027262705,35.76660000086633,116.0,16,Kumpa
Takaba,Mandera,3.398734286819473,40.224198403912006,2600.0,17,Afalo
Bur Mayo,Mandera,2.983299988137169,40.26660000356571,276.0,17,Afalo
Hamasa,Mandera,3.296969687309308,40.433289103793854,309.0,17,Afalo
Shir Shir,Mandera,3.5320860868229143,40.73544510393785,264.0,17,Afalo
Derkale,Mandera,3.8432605854364765,40.26607460427345,278.0,17,Afalo
Eymole,Mandera,4.037163084743679,40.1942410044466,277.0,17,Afalo
Awal Yatani,Mandera,4.009617484977187,40.3654679043974,310.0,17,Afalo
Damog,Mandera,3.282531987516198,40.62973910374868,309.0,17,Afalo
Hara Hurile,Mandera,4.049999984761897,40.26660000444643,293.0,17,Afalo
Gofa,Mandera,3.409702287076569,40.57748560386271,307.0,17,Afalo
Banissa,Mandera,3.9405975851855564,40.34473790434266,301.0,17,Afalo
Lagsure,Mandera,3.4219310867790944,40.263659903924676,269.0,17,Afalo
Barashum,Mandera,3.716175085823536,40.238456304171976,266.0,17,Afalo
Kobadadi,Mandera,3.1914703876268216,40.42208870370911,311.0,17,Afalo
Afalo,Mandera,3.4623002866241723,40.2297837039634,261.0,17,Afalo
Wangai Dahan,Mandera,3.3701656869514767,40.27588430388011,272.0,17,Afalo
Gunana,Wajir,3.1687619874309974,40.09694420374475,243.0,17,Afalo
Dandu,Mandera,3.423572986459124,39.879531703987205,184.0,17,Afalo
Qorobo Saglan,Mandera,3.651800485918245,40.103414004139744,234.0,17,Afalo
Darwed,Mandera,3.4421308866898257,40.23236920394636,262.0,17,Afalo
Lulis,Mandera,4.020642784916693,40.33637380441113,305.0,17,Afalo
Kotkoto,Mandera,3.2135264875443705,40.40460160373015,306.0,17,Afalo
Bulla Mpaya,Mandera,3.397333286840706,40.24467100390752,265.0,17,Afalo
Mayoni,Kakamega,0.3766033911932011,34.48844260250428,90.0,18,Bukura
Shianda,Kakamega,0.3197213913941798,34.572329202457006,190.0,18,Bukura
Kombewa,Kisumu,-0.10914430756031787,34.5254930021865,330.0,18,Bukura
Emuhaya,Vihiga,0.03745219214253226,34.62702320226741,90.0,18,Bukura
Hamisi,Vihiga,0.0682883921773059,34.79756500226506,170.0,18,Bukura
Malava,Kakamega,0.44253509126508445,34.85354370250208,400.0,18,Bukura
Bukura,Kakamega,0.22090919167304687,34.61407950238766,260.0,18,Bukura
Bulimbo/Harambee,Kakamega,0.43557779105668926,34.5118535025398,230.0,18,Bukura
Gambogi,Vihiga,-0.0016892076868581876,34.739085802227514,190.0,18,Bukura
Khwisero,Kakamega,0.17120649178579203,34.594417502357956,210.0,18,Bukura
Matungu,Kakamega,0.3935664911397091,34.47344440251711,130.0,18,Bukura
Serem,Nandi,0.0779323921913265,34.85553170226366,290.0,18,Bukura
Vihiga,Vihiga,0.04715839217879955,34.71948310226165,70.0,18,Bukura
Sang'alo,Nandi,0.3499999916332862,35.050000002415935,61.0,18,Bukura
Mutithi,Kirinyaga,-0.7250642042443538,37.321699301343415,260.0,19,Kambiti Town
Munyu,Kiambu,-1.1139183034812918,37.16944900111293,170.0,19,Kambiti Town
Kambiti Town,Murang'a,-0.8304827040679105,37.231188301289535,240.0,19,Kambiti Town
Mbondoni sub-location,Embu,-0.8462726038410234,37.513311601226384,66.0,19,Kambiti Town
Tharaka Kijegge,Kitui,-0.30000000474397137,38.01660000150397,83.0,20,Karurumo
Kijegge,Tharaka-Nithi,-0.26662690488075114,37.93331720154263,66.0,20,Karurumo
Karurumo,Embu,-0.4730690045957634,37.65078600145325,230.0,20,Karurumo
Runyenjes,Embu,-0.450941104712629,37.555921201485795,280.0,20,Karurumo
Kathwana,Tharaka-Nithi,-0.3295867047789419,37.86768250151139,490.0,20,Karurumo
Pink Neem Villas Kaluilaa,Kitui,-0.30760190459818365,38.198656501464214,123.0,20,Karurumo
KANGUU MARKET,Machakos,-0.9102313035827059,37.68334350115102,600.0,20,Karurumo
Tharaka,Kitui,-0.30000000474397137,38.01660000150397,83.0,20,Karurumo
,Kitui,-0.5073052042177931,38.08118030134864,95.0,20,Karurumo
Ciakariga,Tharaka-Nithi,-0.26656730488091734,37.93329200154269,66.0,20,Karurumo
Kathageri,Embu,-0.39058380482283295,37.59966140151898,160.0,20,Karurumo
Kasioni,Kitui,-0.5500000041649006,38.0166000013317,84.0,20,Karurumo
Kango,Kitui,-0.466600004286714,38.11660000136987,104.0,20,Karurumo
,Kitui,-0.6125935039529953,38.11597750126956,72.0,20,Karurumo
Kivaa,Machakos,-0.8547279036977391,37.69567150118603,63.0,20,Karurumo
,Turkana,4.518065779567881,35.74597660531682,264.0,21,Natoo
Lomekwi,Turkana,3.91329168169991,35.83642930484933,182.0,21,Natoo
Kangaki,Turkana,3.9649568815337766,35.845531304887686,193.0,21,Natoo
ቡቧ,Other / Border,4.455814280142028,36.2150083052352,324.0,21,Natoo
Ileret,Marsabit,4.3115679806479665,36.22703570512259,297.0,21,Natoo
Kaeris,Turkana,3.983604281197787,35.48021990492952,149.0,21,Natoo
Kangakipur,Turkana,4.033714881031606,35.483842404966886,155.0,21,Natoo
Narengewoi,Turkana,4.0006156814169875,35.84945840491438,201.0,21,Natoo
,Turkana,4.183346180841339,35.90568030504902,243.0,21,Natoo
