name,County,pop_range,impact_score,access_tier,dist_to_finance_km,Town_Latitude,Town_Longitude,walking_hours
Miruka,Nyamira,500 - 10k people,32.0,Tier 4: Critical Desert (>10km),16.025586074821113,-0.4999505063859908,34.88073930188861,3.2
Kegogi,Kisii,500 - 10k people,26.0,Tier 4: Critical Desert (>10km),12.870533941105029,-0.5489299062939096,34.84386980186271,2.6
Kwakelele,Taita Taveta,500 - 10k people,18.0,Tier 3: Underserved (5-10km),9.015349578812465,-3.582028498021691,38.31284359928721,1.8
Timu,Other / Border,50 - 500 people,11.8,Tier 4: Critical Desert (>10km),58.84709443157298,3.7094607812500704,34.29802910480556,11.8
Waseges,Baringo,50 - 500 people,6.3,Tier 4: Critical Desert (>10km),31.58531601921991,0.25668679262637045,36.17078380219639,6.3
Maili Tatu,Kajiado,500 - 10k people,63.0,Tier 4: Critical Desert (>10km),31.746071966761928,-3.084838899221342,37.7482622997285,6.3
Kabarbet,Baringo,500 - 10k people,20.0,Tier 3: Underserved (5-10km),9.93090565270833,0.5773946915382598,35.77453130247014,2.0
Kiambogo,Nakuru,500 - 10k people,35.0,Tier 4: Critical Desert (>10km),17.523677879540173,0.036705493197113734,36.20662350204293,3.5
Segel,Marsabit,50 - 500 people,4.4,Tier 4: Critical Desert (>10km),22.144885467083547,2.528567487686267,37.95783220356619,4.4
Lumino,Busia,500 - 10k people,17.0,Tier 3: Underserved (5-10km),8.456190633708971,0.3882999909368487,34.143000002552945,1.7
Kaboladi,Turkana,50 - 500 people,6.1,Tier 4: Critical Desert (>10km),30.575493396479263,3.6131109817838944,34.59689970471729,6.1
,Kajiado,50 - 500 people,6.8,Tier 4: Critical Desert (>10km),33.968842251948395,-2.982519799362775,37.81075979977837,6.8
,Kajiado,50 - 500 people,8.1,Tier 4: Critical Desert (>10km),40.683076271559976,-2.9244641994217315,37.880955899799,8.1
Ndeyia,Kiambu,500 - 10k people,14.0,Tier 3: Underserved (5-10km),7.1788246488188125,-1.1551204037722758,36.595544501191206,1.4
Posta,Nakuru,500 - 10k people,30.0,Tier 4: Critical Desert (>10km),15.196026832918427,0.01046059327725732,36.22972780202176,3.0
Morro Kahawa,Nakuru,500 - 10k people,32.0,Tier 4: Critical Desert (>10km),16.034634487642265,0.0046417932870848585,36.22320320201887,3.2
Kanu,Nakuru,500 - 10k people,29.0,Tier 4: Critical Desert (>10km),14.72226949958706,0.00631979329092826,36.23489690201819,2.9
Lokichogio,Nakuru,500 - 10k people,33.0,Tier 4: Critical Desert (>10km),16.424400892368897,-0.0025129066966609907,36.22130270201438,3.3
Sokoni,Nakuru,500 - 10k people,31.0,Tier 4: Critical Desert (>10km),15.410317915377137,0.0039046932929057325,36.229107202017474,3.1
Vineyard Hospital,Nakuru,500 - 10k people,31.0,Tier 4: Critical Desert (>10km),15.331695186500456,0.002426393297262753,36.230179602016314,3.1
Matano,Nakuru,500 - 10k people,30.0,Tier 4: Critical Desert (>10km),14.982712992947958,0.008051593284803912,36.232140502019774,3.0
Nguba,Nakuru,500 - 10k people,32.0,Tier 4: Critical Desert (>10km),15.889702754174364,-0.002872906692343828,36.22636780201334,3.2
Komothai,Nakuru,500 - 10k people,32.0,Tier 4: Critical Desert (>10km),15.86380004470268,-0.004606006687606062,36.22709380201207,3.2
Murera,Nakuru,500 - 10k people,18.0,Tier 3: Underserved (5-10km),8.946543401687796,-0.3407756058899708,36.20723180179129,1.8
Royal A,Nakuru,500 - 10k people,15.0,Tier 3: Underserved (5-10km),7.256175049841774,-0.3187999059730022,36.16143090181317,1.5
workers B,Nakuru,500 - 10k people,20.0,Tier 3: Underserved (5-10km),9.979396458594493,-0.34648800591218404,36.15391140179605,2.0
Teachers A,Nakuru,500 - 10k people,19.0,Tier 3: Underserved (5-10km),9.471292591322557,-0.3435203059216065,36.150360501798566,1.9
Parksite B,Nakuru,500 - 10k people,17.0,Tier 3: Underserved (5-10km),8.477674794651543,-0.32986740595616204,36.1472509018081,1.7
Precious Zone A,Nakuru,500 - 10k people,17.0,Tier 3: Underserved (5-10km),8.270935669303725,-0.3241357059696737,36.14744850181187,1.7
Kapkures,Nakuru,500 - 10k people,42.0,Tier 4: Critical Desert (>10km),21.005380830444686,-0.5197924055202537,36.12905540168585,4.2
Ngata,Nakuru,500 - 10k people,46.0,Tier 4: Critical Desert (>10km),22.895822803851715,-0.5293550055085489,36.11304270168217,4.6
Manera,Nakuru,500 - 10k people,24.0,Tier 4: Critical Desert (>10km),11.92118925257734,-0.3526652058334888,36.24932240177666,2.4
Kiambogo,Nakuru,500 - 10k people,22.0,Tier 4: Critical Desert (>10km),11.220499509704835,-0.35314970584177524,36.2352734017786,2.2
Echareria,Nakuru,500 - 10k people,22.0,Tier 4: Critical Desert (>10km),10.80053693705756,-0.35367140584816525,36.223891801780084,2.2
Teachers B,Nakuru,500 - 10k people,21.0,Tier 4: Critical Desert (>10km),10.48501065457664,-0.3539267058941,36.15452790179102,2.1
Upper Thugunui/Kansuri,Nakuru,500 - 10k people,26.0,Tier 4: Critical Desert (>10km),13.044828053806375,-0.35592010581693256,36.26247430177239,2.6
Kahuho B,Nakuru,500 - 10k people,22.0,Tier 4: Critical Desert (>10km),10.967606912479143,-0.3582972058715869,36.172618801785255,2.2
Mbaruk Centre,Nakuru,500 - 10k people,21.0,Tier 4: Critical Desert (>10km),10.28368790054163,-0.3525805058602013,36.20982290178307,2.1
Mbaruk centre B,Nakuru,500 - 10k people,21.0,Tier 4: Critical Desert (>10km),10.65152086767074,-0.3550313058513991,36.21428550178074,2.1
Kahuho A,Nakuru,500 - 10k people,22.0,Tier 4: Critical Desert (>10km),10.947560616140295,-0.3594857058632103,36.18092740178314,2.2
Ngorika Ndogo,Nakuru,500 - 10k people,22.0,Tier 4: Critical Desert (>10km),11.126425390195447,-0.3617672058479071,36.19567100177926,2.2
Teachers C,Nakuru,500 - 10k people,23.0,Tier 4: Critical Desert (>10km),11.409801769657987,-0.36248610587105823,36.15860040178471,2.3
Kasambara Center,Nakuru,500 - 10k people,26.0,Tier 4: Critical Desert (>10km),12.78310120109931,-0.3653037058080573,36.24254890176939,2.6
Ririchwa,Nakuru,500 - 10k people,25.0,Tier 4: Critical Desert (>10km),12.658536180860052,-0.367879605807787,36.23386420176908,2.5
Ngufa,Nakuru,500 - 10k people,28.0,Tier 4: Critical Desert (>10km),13.98159233093879,-0.3703325057870931,36.256037801763874,2.8
Thugunui Center,Nakuru,500 - 10k people,29.0,Tier 4: Critical Desert (>10km),14.55082023347201,-0.37210700577752387,36.26402180176142,2.9
Delamere,Nakuru,500 - 10k people,25.0,Tier 4: Critical Desert (>10km),12.422298967702824,-0.37446380584133526,36.16056030177649,2.5
Kariokor,Nakuru,500 - 10k people,26.0,Tier 4: Critical Desert (>10km),12.880495449563542,-0.3859653057407492,36.26996760175127,2.6
Delamere Farm Slaughter House,Nakuru,500 - 10k people,32.0,Tier 4: Critical Desert (>10km),16.027684772892258,-0.4095404057325946,36.19903650174716,3.2
Murang’a,Nakuru,500 - 10k people,26.0,Tier 4: Critical Desert (>10km),13.185575253372054,-0.3889140057416796,36.25818860175123,2.6
Delamere Farm Kiboko,Nakuru,500 - 10k people,29.0,Tier 4: Critical Desert (>10km),14.65855736786986,-0.3898315057559562,36.23368170175458,2.9
Karura,Nakuru,500 - 10k people,23.0,Tier 4: Critical Desert (>10km),11.355602431797756,-0.4159674056839852,36.24895200173483,2.3
Wendani Urban,Nakuru,500 - 10k people,5.0,Tier 2: Moderate Access (2-5km),2.272430003374658,-0.4913811054747278,36.296777101677215,0.5
Maji Mazuri,Nakuru,500 - 10k people,5.0,Tier 2: Moderate Access (2-5km),2.477483570865744,-0.507879605437155,36.295240701666586,0.5
Mawingu/Molo Kigeta,Nakuru,500 - 10k people,8.0,Tier 2: Moderate Access (2-5km),3.7608557952986774,-0.5059130054497809,36.28323530166985,0.8
Delamere Farm Headquarters,Nakuru,500 - 10k people,28.0,Tier 4: Critical Desert (>10km),13.90192185194535,-0.4691903055951765,36.194483001708534,2.8
Kasarani,Nakuru,500 - 10k people,19.0,Tier 3: Underserved (5-10km),9.70042041788482,-0.4337693056398102,36.25227220172253,1.9
Oldupey,Nakuru,500 - 10k people,34.0,Tier 4: Critical Desert (>10km),17.23310613813252,-0.5101582055206116,36.16231710168679,3.4
Kelelwa,Nakuru,500 - 10k people,39.0,Tier 4: Critical Desert (>10km),19.341098186807773,-0.5329782054782354,36.145871601674465,3.9
Kongasis Centre,Nakuru,500 - 10k people,38.0,Tier 4: Critical Desert (>10km),19.234604865885903,-0.5536856054259424,36.151826201659894,3.8
Central Utut,Nakuru,500 - 10k people,32.0,Tier 4: Critical Desert (>10km),15.959375138248362,-0.5559604053993754,36.1837768016532,3.2
Block D,Nakuru,500 - 10k people,37.0,Tier 4: Critical Desert (>10km),18.457469605373696,-0.5565916054136674,36.16010090165664,3.7
Jaica,Nakuru,500 - 10k people,20.0,Tier 4: Critical Desert (>10km),10.08003526748199,-0.56744380532624,36.253395701634226,2.0
Manyatta,Nakuru,500 - 10k people,36.0,Tier 4: Critical Desert (>10km),17.922995747710463,-0.5642992053903769,36.16811720165028,3.6
Central Hall,Nakuru,500 - 10k people,34.0,Tier 4: Critical Desert (>10km),16.88472518717869,-0.564367805383453,36.17828390164857,3.4
Kongasis A,Nakuru,500 - 10k people,40.0,Tier 4: Critical Desert (>10km),19.90379688943015,-0.5677984053940514,36.15035500165088,4.0
Kapedo,Nakuru,500 - 10k people,28.0,Tier 4: Critical Desert (>10km),14.126272983768201,-0.5709202053472278,36.2097822016391,2.8
Morilem,Nakuru,500 - 10k people,27.0,Tier 4: Critical Desert (>10km),13.57609135610151,-0.5750025053319033,36.21852860163499,2.7
Kampi Shule,Nakuru,500 - 10k people,31.0,Tier 4: Critical Desert (>10km),15.383812603096349,-0.577345405338497,36.20046400163642,3.1
Lokichogio,Nakuru,500 - 10k people,26.0,Tier 4: Critical Desert (>10km),13.170907803882859,-0.5801512053141412,36.22723800163018,2.6
Little Farm,Nakuru,500 - 10k people,38.0,Tier 4: Critical Desert (>10km),19.00232306644687,-0.5806690053544011,36.16495730164005,3.8
Elerai,Nakuru,500 - 10k people,34.0,Tier 4: Critical Desert (>10km),16.949803601203193,-0.5870547053229204,36.18996940163177,3.4
Morop 1,Nakuru,500 - 10k people,40.0,Tier 4: Critical Desert (>10km),20.007519904491474,-0.5866285053452707,36.15786360163731,4.0
Gema,Nakuru,500 - 10k people,3.0,Tier 1: High Access (0-2km),1.416394825672689,-0.5118713054191593,36.30818950166182,0.3
Gema,Nakuru,500 - 10k people,5.0,Tier 2: Moderate Access (2-5km),2.30864633737847,-0.520916305398746,36.30713140165603,0.5
Kamathatha,Nakuru,500 - 10k people,10.0,Tier 2: Moderate Access (2-5km),4.974331512083165,-0.5444310053481454,36.30078960164157,1.0
Kiungururia,Nakuru,500 - 10k people,42.0,Tier 4: Critical Desert (>10km),20.810479311889654,-0.5911951053384874,36.15211120163525,4.2
Tallstation,Nakuru,500 - 10k people,21.0,Tier 4: Critical Desert (>10km),10.623824922794762,-0.606156105152251,36.379451401587836,2.1
Olesirwa,Nakuru,500 - 10k people,36.0,Tier 4: Critical Desert (>10km),18.201303392518103,-0.5924745053169163,36.18006440162983,3.6
Nyakinywa,Nakuru,500 - 10k people,22.0,Tier 4: Critical Desert (>10km),10.80786593988302,-0.5942107052439756,36.28351360161166,2.2
Songoroi B,Nakuru,500 - 10k people,28.0,Tier 4: Critical Desert (>10km),14.131982093442568,-0.597125205271786,36.2316538016183,2.8
Cypres 2,Nakuru,500 - 10k people,43.0,Tier 4: Critical Desert (>10km),21.256254427466114,-0.6095224052917722,36.15839020162221,4.3
Olepolos,Nakuru,500 - 10k people,34.0,Tier 4: Critical Desert (>10km),17.0187759266832,-0.6163446052389082,36.21413110160857,3.4
Ex Major,Nakuru,500 - 10k people,29.0,Tier 4: Critical Desert (>10km),14.44609817281754,-0.6183561052056396,36.25709840160016,2.9
Nursery,Nakuru,500 - 10k people,37.0,Tier 4: Critical Desert (>10km),18.386832672322736,-0.6159168052518023,36.19622280161182,3.7
Songoroi A,Nakuru,500 - 10k people,33.0,Tier 4: Critical Desert (>10km),16.37075728810835,-0.6253002052043465,36.23490380159927,3.3
Saimo,Nakuru,500 - 10k people,40.0,Tier 4: Critical Desert (>10km),20.041250582816748,-0.6209038052505634,36.1807123016111,4.0
Ex Lewis,Nakuru,500 - 10k people,34.0,Tier 4: Critical Desert (>10km),16.827034377016023,-0.6406534051563104,36.25375450158609,3.4
Ex Peter,Nakuru,500 - 10k people,32.0,Tier 4: Critical Desert (>10km),16.189545628009128,-0.6438796051317249,36.27951500157969,3.2
Eburu Center,Nakuru,500 - 10k people,34.0,Tier 4: Critical Desert (>10km),16.78353388620476,-0.6458468051350722,36.26765750158037,3.4
Muhu Farm,Nakuru,500 - 10k people,24.0,Tier 4: Critical Desert (>10km),11.84034179477134,-0.64098040510666,36.32717730157366,2.4
Barut,Nakuru,500 - 10k people,8.0,Tier 2: Moderate Access (2-5km),4.112346019249647,-0.32767360602478063,36.05262310182452,0.8
Kiptenden,Nakuru,500 - 10k people,10.0,Tier 2: Moderate Access (2-5km),4.750181535615315,-0.3312784060236486,36.04147150182391,1.0
Kipsimbol,Nakuru,500 - 10k people,9.0,Tier 2: Moderate Access (2-5km),4.732858377641034,-0.3331431060131537,36.050521301821256,0.9
Mwariki,Nakuru,500 - 10k people,9.0,Tier 2: Moderate Access (2-5km),4.415107210498084,-0.33516330600286165,36.05872030181862,0.9
Lalwet A Upper,Nakuru,500 - 10k people,12.0,Tier 3: Underserved (5-10km),5.902732857088983,-0.3385207060128607,36.03181300182065,1.2
Umoja,Nakuru,500 - 10k people,11.0,Tier 3: Underserved (5-10km),5.421055999797099,-0.33998760599769196,36.04928590181693,1.1
Kijabe,Kiambu,10k - 100k people,10.0,Tier 1: High Access (0-2km),0.38812324179493224,-0.9463282042340919,36.59601830132729,0.1
Simba,Kajiado,500 - 10k people,30.0,Tier 4: Critical Desert (>10km),14.834047746271612,-2.154979301048508,37.59010800035156,3.0
Kanyotu Centre,Nakuru,500 - 10k people,29.0,Tier 4: Critical Desert (>10km),14.32342521123518,0.12538589302043437,36.268544502093015,2.9
Akuisi Block 6,Nakuru,500 - 10k people,33.0,Tier 4: Critical Desert (>10km),16.67829271196232,0.13550889298221458,36.24928920210279,3.3
Marura B,Nakuru,500 - 10k people,43.0,Tier 4: Critical Desert (>10km),21.472551137468088,0.18002539285973473,36.231927102135444,4.3
Mbogoini,Nakuru,500 - 10k people,48.0,Tier 4: Critical Desert (>10km),23.78285943725797,0.20049579280293867,36.22347130215053,4.8
Baraka,Nakuru,500 - 10k people,36.0,Tier 4: Critical Desert (>10km),18.08884560843575,0.15057739294231576,36.24563500211351,3.6
Igana,Nakuru,500 - 10k people,24.0,Tier 4: Critical Desert (>10km),11.99363445474417,0.04966869319949876,36.257020102043846,2.4
Kigen,Nakuru,500 - 10k people,25.0,Tier 4: Critical Desert (>10km),12.267832964138396,0.011068993293900284,36.256417802018035,2.5
Gloryland,Nakuru,500 - 10k people,24.0,Tier 4: Critical Desert (>10km),11.768984553006547,0.0089210933026439,36.2615287020158,2.4
Kihoto,Nakuru,500 - 10k people,25.0,Tier 4: Critical Desert (>10km),12.571922381834192,0.0010722933182973264,36.25625310201134,2.5
Wei Centre,Nakuru,500 - 10k people,32.0,Tier 4: Critical Desert (>10km),15.877127893153942,0.049321593176536914,36.22200250204902,3.2
Marura A,Nakuru,500 - 10k people,40.0,Tier 4: Critical Desert (>10km),19.860154625621995,0.16618139289869077,36.23852740212511,4.0
Ngara A,Nakuru,500 - 10k people,38.0,Tier 4: Critical Desert (>10km),18.840871754014316,0.08832259306696957,36.20232230207824,3.8
Akuisi Block 5,Nakuru,500 - 10k people,33.0,Tier 4: Critical Desert (>10km),16.707589417238808,0.13037639299191875,36.244881202100004,3.3
Akuisi Block 4,Nakuru,500 - 10k people,33.0,Tier 4: Critical Desert (>10km),16.739842797229073,0.1253415930016724,36.24087570209723,3.3
Akuisi Block 3,Nakuru,500 - 10k people,33.0,Tier 4: Critical Desert (>10km),16.73503482479269,0.12002889301246993,36.23741110209419,3.3
Akuisi Block 2,Nakuru,500 - 10k people,33.0,Tier 4: Critical Desert (>10km),16.56948575940779,0.11260969302899669,36.23471650208961,3.3
Akuisi Block 1,Nakuru,500 - 10k people,33.0,Tier 4: Critical Desert (>10km),16.654995762156823,0.1051597930441661,36.22994150208532,3.3
Munanda,Nakuru,500 - 10k people,30.0,Tier 4: Critical Desert (>10km),14.769549726451327,0.07547169312207115,36.23665780206434,3.0
Tach-Asis,Nakuru,500 - 10k people,38.0,Tier 4: Critical Desert (>10km),18.987890815729905,0.057577893137640127,36.194719302058765,3.8
Chamka A,Nakuru,500 - 10k people,33.0,Tier 4: Critical Desert (>10km),16.48073543101267,0.07761579310633611,36.22130860206813,3.3
Tembwet,Nakuru,500 - 10k people,40.0,Tier 4: Critical Desert (>10km),19.792853698373808,0.06055319312561051,36.18778890206182,4.0
Kapkaturu,Nakuru,500 - 10k people,39.0,Tier 4: Critical Desert (>10km),19.407574044079304,0.07030099310495849,36.19275990206759,3.9
Mogoiywet,Nakuru,500 - 10k people,37.0,Tier 4: Critical Desert (>10km),18.268852475104115,0.06952919311382107,36.203013502065495,3.7
Chamka B,Nakuru,500 - 10k people,34.0,Tier 4: Critical Desert (>10km),17.066769265633276,0.06470799313258373,36.21311510206072,3.4
Senetwet,Nakuru,500 - 10k people,36.0,Tier 4: Critical Desert (>10km),18.04823268951702,0.060760493135852085,36.203604602059535,3.6
Mirema,Nakuru,500 - 10k people,28.0,Tier 4: Critical Desert (>10km),13.906770686889436,0.10476729306418635,36.25787150208077,2.8
Gathima,Nakuru,500 - 10k people,34.0,Tier 4: Critical Desert (>10km),16.787260272827382,0.147188392959639,36.25867980210922,3.4
Gathitima,Nakuru,500 - 10k people,32.0,Tier 4: Critical Desert (>10km),16.131853883607725,0.15069569295955848,36.27128840210967,3.2
Kinoru,Nakuru,500 - 10k people,24.0,Tier 4: Critical Desert (>10km),12.227371999270614,0.0780029931327621,36.261512602062204,2.4
Aden,Nakuru,500 - 10k people,25.0,Tier 4: Critical Desert (>10km),12.364425367660228,0.11239209306082572,36.280601602082406,2.5
Manyatta,Nakuru,500 - 10k people,26.0,Tier 4: Critical Desert (>10km),12.941741364094728,0.09398959309342908,36.26170420207292,2.6
Kaharangware,Nakuru,500 - 10k people,27.0,Tier 4: Critical Desert (>10km),13.385221480829788,0.11000759305744566,36.266995102082895,2.7
Shamba Maguta,Nakuru,500 - 10k people,27.0,Tier 4: Critical Desert (>10km),13.52654526597824,0.11624459304418633,36.27017630208661,2.7
Ndatho Idp,Nakuru,500 - 10k people,27.0,Tier 4: Critical Desert (>10km),13.508344468648646,0.05837599316951356,36.244448702051635,2.7
Rhodesia,Nakuru,500 - 10k people,31.0,Tier 4: Critical Desert (>10km),15.270771137154732,0.10702449304980831,36.24497210208427,3.1
Dr. Karo,Nakuru,500 - 10k people,28.0,Tier 4: Critical Desert (>10km),13.750955176394578,-0.012523106652718111,36.24991580200323,2.8
Ndururu,Nakuru,500 - 10k people,35.0,Tier 4: Critical Desert (>10km),17.253726014292727,0.07591179310536271,36.21370920206815,3.5
Communist,Nakuru,500 - 10k people,31.0,Tier 4: Critical Desert (>10km),15.513482997139716,0.12818909300549844,36.2568415020967,3.1
Pambazuko,Nakuru,500 - 10k people,29.0,Tier 4: Critical Desert (>10km),14.636922632555606,0.12147989302535347,36.26156260209146,2.9
Sinendet A,Nakuru,500 - 10k people,33.0,Tier 4: Critical Desert (>10km),16.535881722312816,0.057637593152581254,36.216888602055384,3.3
Subukia,Nakuru,500 - 10k people,32.0,Tier 4: Critical Desert (>10km),15.951708478673561,0.09865199306293193,36.23386500208034,3.2
Kipoino,Nakuru,500 - 10k people,31.0,Tier 4: Critical Desert (>10km),15.552178716458323,0.058374093156894735,36.22589460205449,3.1
Gichomo,Nakuru,500 - 10k people,33.0,Tier 4: Critical Desert (>10km),16.499234938036057,0.03815769319981239,36.21584170204249,3.3
